time,p1,p2,p3
1985-05-13,73.91406,176.46387,-17.365723
1985-05-14,142.56396,199.21924,-18.213379
1985-05-15,200.14209,124.13428,-14.715332
1985-05-16,221.58301,26.026367,-9.463379
1985-05-17,192.8916,47.45752,-15.589844
1985-05-18,144.56934,18.401367,-21.043457
1985-05-19,75.933105,-80.22168,-25.314941
1985-05-20,43.618164,-36.052734,-17.875977
1985-05-21,57.174805,-50.572754,-12.657227
1985-05-22,34.09668,-133.91602,-19.693848
1985-05-23,-1.1674805,-105.104004,-20.722168
1985-05-24,-44.328125,102.663086,-21.059082
1985-05-25,-129.74512,131.52393,-31.363281
1985-05-26,-151.3794,62.597168,-28.812988
1985-05-27,-45.941895,-40.335938,-30.094238
1985-05-28,24.01123,38.80127,-19.30127
1985-05-29,1.875,139.19629,-17.198242
1985-05-30,26.246094,60.48828,-10.227051
1985-05-31,42.694824,222.46191,-6.6694336
1985-06-01,10.82666,194.91309,-5.5600586
1985-06-02,-2.4648438,51.276855,-8.303711
1985-06-03,-41.626953,18.601074,-11.714844
1985-06-04,-64.32568,149.1997,-13.204102
1985-06-05,-43.773438,162.5957,-17.087402
1985-06-06,-19.9458,118.83252,-14.801758
1985-06-07,27.464844,65.01172,-11.004883
1985-06-08,22.69043,-40.854004,-13.083008
1985-06-09,-16.744629,-89.39258,-20.079102
1985-06-10,-31.035156,-74.45166,-18.307129
1985-06-11,-8.977539,-157.86816,-5.544922
1985-06-12,55.37549,-123.54883,-5.8413086
1985-06-13,46.912598,-114.194824,-13.545898
1985-06-14,-18.342285,31.291016,-21.170898
1985-06-15,-2.224121,-40.203125,-24.532715
1985-06-16,17.003906,59.930176,-23.892578
1985-06-17,-58.68457,45.306152,-16.632324
1985-06-18,-116.89795,-137.05664,-12.1171875
1985-06-19,-93.703125,-133.0166,-16.138184
1985-06-20,7.0322266,-37.947754,-21.217285
1985-06-21,2.2246094,-153.33545,-23.529785
1985-06-22,5.121582,-68.00391,-14.686035
1985-06-23,7.8530273,165.0166,-13.789551
1985-06-24,0.3881836,247.43799,-13.547852
1985-06-25,-19.363281,212.73242,-24.92627
1985-06-26,-50.617188,169.34668,-27.598633
1985-06-27,-8.375488,115.94971,-26.48877
1985-06-28,8.233398,27.696777,-16.019043
1985-06-29,38.803223,53.712402,-9.649414
1985-06-30,48.556152,126.49365,-10.1015625
1985-07-01,18.396484,143.2544,-8.6328125
1985-07-02,19.317871,15.504395,-10.208984
1985-07-03,50.058594,-61.47461,-13.066895
1985-07-04,24.770508,-156.71729,-14.667969
1985-07-05,-20.36914,-153.33008,-14.138672
1985-07-06,-40.25244,-79.251465,-11.594238
1985-07-07,-8.083496,-117.819336,-16.86084
1985-07-08,39.682617,-182.47852,-22.359375
1985-07-09,47.53125,-39.36963,-18.742188
1985-07-10,69.73096,-253.1001,-17.20459
1985-07-11,80.87305,-133.0669,-18.207031
1985-07-12,72.29004,167.7378,-20.044434
1985-07-13,59.216797,220.52246,-16.799316
1985-07-14,37.75537,150.89795,-14.72998
1985-07-15,-14.471191,80.46289,-20.561035
1985-07-16,-44.604004,80.495605,-22.482422
1985-07-17,-24.708008,152.10303,-17.561035
1985-07-18,6.5668945,111.17236,-13.572754
1985-07-19,1.8481445,32.682617,-10.70459
1985-07-20,-26.370117,30.384277,-10.150391
1985-07-21,-50.453125,3.458496,-12.229004
1985-07-22,-68.79492,23.143066,-12.140625
1985-07-23,-67.98633,49.956543,-6.763672
1985-07-24,-33.095215,40.674805,-11.533691
1985-07-25,-18.098145,-50.151855,-8.777832
1985-07-26,-18.442383,-45.725098,-13.176758
1985-07-27,-18.76123,-29.583984,-18.988281
1985-07-28,-60.02588,22.97998,-17.60254
1985-07-29,-78.95215,-27.12793,-11.922363
1985-07-30,-20.51416,-49.76465,-3.4433594
1985-07-31,19.182129,-169.95703,-0.05810547
1985-08-01,40.444336,-134.16357,-4.088867
1985-08-02,15.041016,-255.88867,-11.944336
1985-08-03,11.000488,-121.80859,-17.938477
1985-08-04,23.970215,-10.985352,-19.708984
1985-08-05,25.57373,-177.40137,-17.933105
1985-08-06,24.03125,-258.64697,-11.975098
1985-08-07,36.5542,-229.04492,-10.994141
1985-08-08,30.153809,-118.018555,-10.124512
1985-08-09,-44.737793,-90.12744,-9.977051
1985-08-10,-141.68506,6.7158203,-11.934082
1985-08-11,-134.07764,-53.26416,-16.200195
1985-08-12,-136.22266,21.953613,-19.025879
1985-08-13,-94.93359,5.3916016,-17.375977
1985-08-14,-44.723633,-77.51465,-17.206543
1985-08-15,14.286621,107.285645,-20.91504
1985-08-16,42.265137,137.95166,-19.580078
1985-08-17,28.049316,136.08838,-16.267578
1985-08-18,-2.8481445,0.87060547,-12.241211
1985-08-19,-12.649414,1.0410156,-7.1743164
1985-08-20,31.294434,41.338867,-8.3203125
1985-08-21,66.82031,-10.686035,-11.151367
1985-08-22,94.447754,-168.13086,-8.988281
1985-08-23,86.75781,-180.41943,-13.732422
1985-08-24,54.949707,-13.030762,-13.852051
1985-08-25,8.931152,202.62793,-9.694824
1985-08-26,6.199707,219.36768,-7.9711914
1985-08-27,10.747559,161.55762,-5.0546875
1985-08-28,27.891113,14.59668,-8.444824
1985-08-29,37.55713,-22.535156,-10.807129
1985-08-30,2.8964844,140.03467,-8.902832
1985-08-31,-71.572266,181.02637,-5.491699
1985-09-01,-99.48682,84.51416,-8.803711
1985-09-02,-56.69922,-44.73535,-11.984863
1985-09-03,-37.401855,-7.8896484,-14.4296875
1985-09-04,-54.35254,57.388184,-14.183105
1985-09-05,-57.285645,-32.092285,-16.790527
1985-09-06,-13.842285,63.839355,-16.53125
1985-09-07,10.483887,155.69434,-4.6088867
1985-09-08,7.4697266,133.62988,1.2148438
1985-09-09,5.2436523,51.132324,-7.569336
1985-09-10,-19.765625,-156.69873,-14.494629
1985-09-11,-48.49414,-250.86426,-19.439453
1985-09-12,-14.061035,-104.12305,-15.967773
1985-09-13,32.926758,25.655273,-16.881348
1985-09-14,85.94873,90.35742,-14.543457
1985-09-15,108.646484,119.83545,-16.842773
1985-09-16,35.70508,161.48584,-14.6015625
1985-09-17,-43.93164,60.75244,-9.6796875
1985-09-18,-58.8125,-127.961914,-2.9697266
1985-09-19,-111.34619,-183.56494,-4.3168945
1985-09-20,-168.73535,26.567871,-14.040527
1985-09-21,-152.64697,75.31201,-17.237305
1985-09-22,-148.66895,-95.09717,-17.432129
1985-09-23,-80.24756,-175.94824,-13.539551
1985-09-24,11.160645,-143.104,-9.297363
1985-09-25,-57.191895,-44.873047,-9.827637
1985-09-26,-102.154785,22.836426,-8.85498
1985-09-27,-103.24365,41.521973,-9.434082
1985-09-28,-154.47559,4.7407227,-8.144531
1985-09-29,-165.43506,-151.67236,-12.578613
1985-09-30,-96.288086,-73.93848,-17.167969
1985-10-01,-72.20703,-102.34473,-24.140137
1985-10-02,-67.05859,-79.30664,-20.041016
1985-10-03,-60.120605,39.51465,-10.860352
1985-10-04,-159.03516,-37.674316,-1.7915039
1985-10-05,-227.40039,-8.302734,2.2348633
1985-10-06,-196.58936,86.86963,-1.6108398
1985-10-07,-225.29443,-55.643555,-5.6879883
1985-10-08,26.613281,26.69336,0.640625
1985-10-09,134.4751,159.7373,6.5654297
1985-10-10,137.93066,204.72217,-2.0576172
1985-10-11,64.55664,113.44385,-4.1606445
1985-10-12,-37.0542,-99.80469,-5.6132812
1985-10-13,-33.168945,-35.7959,-7.2539062
1985-10-14,118.36035,-17.3042,-12.350098
1985-10-15,162.3247,36.36035,-18.033691
1985-10-16,141.99707,29.1792,-17.424316
1985-10-17,152.31592,98.575195,-16.693848
1985-10-18,180.17139,108.805176,-13.67334
1985-10-19,189.60742,68.2793,-17.265625
1985-10-20,173.30127,122.60596,-24.084473
1985-10-21,118.57715,133.45898,-22.34668
1985-10-22,70.75342,-74.617676,-17.291016
1985-10-23,74.364746,-130.73193,-13.298828
1985-10-24,60.31006,-110.66553,-11.387207
1985-10-25,54.215332,-111.11914,-12.784668
1985-10-26,72.643555,-22.631836,-16.297852
1985-10-27,49.04492,-8.566895,-14.424316
1985-10-28,77.83984,-89.25293,-7.8549805
1985-10-29,9.697754,-29.50293,-10.854004
1985-10-30,-121.904785,62.121582,-7.8217773
1985-10-31,-102.0332,141.13525,-8.693359
1985-11-01,-13.769531,80.495605,-11.788574
1985-11-02,42.305176,86.0249,-13.800781
1985-11-03,120.27344,74.240234,-12.836426
1985-11-04,58.54785,32.66797,-12.526367
1985-11-05,-7.8813477,-122.87207,-14.381348
1985-11-06,-37.487305,-147.32715,-11.940918
1985-11-07,-147.74023,-103.87744,-9.3359375
1985-11-08,-260.74902,10.173828,-8.771973
1985-11-09,-108.06006,97.28369,-9.403809
1985-11-10,11.863281,51.827637,-8.760254
1985-11-11,-30.771484,50.731934,-12.976074
1985-11-12,-56.92383,69.06055,-18.1958
1985-11-13,-11.006836,92.96777,-22.553223
1985-11-14,2.527832,126.092285,-22.096191
1985-11-15,-35.785645,61.478027,-16.357422
1985-11-16,-127.59424,135.96045,-14.843262
1985-11-17,-251.06104,156.62793,-18.72168
1985-11-18,-267.53418,194.65771,-14.618164
1985-11-19,-133.20703,192.6372,-2.1855469
1985-11-20,-175.61914,137.82031,-1.3168945
1985-11-21,-201.47852,113.831055,-5.690918
1985-11-22,-162.73291,96.90869,-7.9799805
1985-11-23,-117.53027,73.41943,-4.949707
1985-11-24,59.53076,61.2417,-14.680176
1985-11-25,158.64062,133.58496,-20.749023
1985-11-26,182.91895,200.29883,-22.02295
1985-11-27,155.0044,183.14648,-21.175293
1985-11-28,103.740234,157.52588,-21.765625
1985-11-29,164.77588,189.88379,-20.775879
1985-11-30,190.07861,176.10352,-9.109863
1985-12-01,144.09521,105.319824,-10.169922
1985-12-02,46.5625,86.66162,-11.074707
1985-12-03,29.204102,137.94043,-12.222656
1985-12-04,-76.18799,151.31787,-11.355469
1985-12-05,-58.557617,71.024414,-11.75
1985-12-06,-133.30957,-42.566406,-18.687012
1985-12-07,-341.52734,-32.773926,-17.705566
1985-12-08,-360.583,-142.13135,-16.729004
1985-12-09,-182.47803,-160.23242,-14.826172
1985-12-10,29.288086,-112.75049,-12.7265625
1985-12-11,5.1362305,13.755371,-7.7094727
1985-12-12,-56.586914,29.890137,-3.9467773
1985-12-13,-78.73828,-71.93408,-5.4995117
1985-12-14,-90.55762,100.81592,-7.2700195
1985-12-15,-34.978516,111.71484,-9.13623
1985-12-16,52.28369,105.78174,-5.0751953
1985-12-17,-8.879395,76.26953,-6.503418
1985-12-18,-13.0,129.27734,-6.6586914
1985-12-19,-233.21924,111.8667,-2.9545898
1985-12-20,-132.40869,-47.146484,6.8149414
1985-12-21,-223.14355,5.090332,8.515625
1985-12-22,-307.76074,4.7402344,8.399414
1985-12-23,-270.23438,-1.5195312,4.159668
1985-12-24,-73.94922,-58.87793,-4.1660156
1985-12-25,-129.28906,0.43554688,-8.467773
1985-12-26,-203.6997,14.213867,-6.604492
1985-12-27,-99.063965,-38.333984,2.057129
1985-12-28,-16.71582,-74.60156,0.7207031
1985-12-29,-71.288574,-261.2744,-11.11084
1985-12-30,-43.575195,-77.993164,-10.69043
1985-12-31,145.72168,59.30664,-11.999023
1986-01-01,221.78076,55.447754,-10.299805
1986-01-02,235.74707,23.014648,-10.319824
1986-01-03,227.78418,-25.208496,-7.395996
1986-01-04,48.251953,20.488281,-3.3701172
1986-01-05,34.70996,-77.73779,-2.081543
1986-01-06,272.74902,-80.617676,-9.366211
1986-01-07,217.59766,-12.444336,-12.26709
1986-01-08,143.81299,57.200684,-15.415039
1986-01-09,139.42627,-12.726074,-6.6523438
1986-01-10,38.59912,-12.514648,1.3276367
1986-01-11,47.22754,-33.072266,-5.9907227
1986-01-12,93.09424,2.116211,-1.331543
1986-01-13,12.404785,-75.06006,-10.54248
1986-01-14,-45.433105,-213.11035,-15.4921875
1986-01-15,63.379883,-61.11035,-11.378418
1986-01-16,-50.9917,76.44385,-9.231934
1986-01-17,-89.44873,92.083496,-12.226074
1986-01-18,11.466797,150.51807,-16.064941
1986-01-19,-190.93994,123.73389,-16.327148
1986-01-20,-139.91846,53.404297,-19.544922
1986-01-21,41.205566,-28.635254,-19.368164
1986-01-22,20.035645,124.97266,-19.519531
1986-01-23,42.774414,83.88672,-19.007324
1986-01-24,42.424805,64.521484,-16.57373
1986-01-25,-71.177246,36.97754,-15.433594
1986-01-26,-132.0459,9.435059,-9.946289
1986-01-27,-152.94043,-58.532227,-14.163574
1986-01-28,-150.66553,-115.53662,-14.755859
1986-01-29,-189.78027,-5.5898438,-11.03125
1986-01-30,-211.08594,27.25,-4.1411133
1986-01-31,-224.74658,-74.626465,-7.036133
1986-02-01,-126.81152,38.55078,-10.415527
1986-02-02,-165.9165,91.990234,-11.050293
1986-02-03,-117.92041,73.836426,-15.271484
1986-02-04,-154.83496,-12.192383,-22.69873
1986-02-05,-232.68799,-2.6835938,-15.811523
1986-02-06,-227.7002,24.507324,-10.23877
1986-02-07,-153.771,-45.532715,-9.843262
1986-02-08,-202.3125,-170.0503,-11.090332
1986-02-09,-100.42334,-85.59668,2.072754
1986-02-10,-172.49707,-55.52539,10.571289
1986-02-11,-190.7207,-75.808105,1.7436523
1986-02-12,-158.51367,-24.228516,-1.3271484
1986-02-13,-103.26416,87.65088,0.38964844
1986-02-14,-248.91455,73.61865,-1.1918945
1986-02-15,-91.69385,10.8515625,0.4921875
1986-02-16,60.12549,-19.592285,2.5058594
1986-02-17,-1.7290039,17.030273,1.1650391
1986-02-18,-198.51904,50.67383,-9.498535
1986-02-19,-226.01172,-73.26611,-24.999512
1986-02-20,-123.20801,-207.22314,-24.50293
1986-02-21,-250.07129,-154.89941,-23.180664
1986-02-22,-204.79932,-102.09033,-27.119629
1986-02-23,-211.52197,21.27295,-25.902344
1986-02-24,-180.46387,94.24609,-24.59668
1986-02-25,-137.84619,103.9834,-18.306152
1986-02-26,-110.50391,91.84375,-20.271484
1986-02-27,-208.08008,19.450684,-25.424316
1986-02-28,-253.12793,6.6674805,-22.111328
1986-03-01,-119.82373,-33.410645,-14.272461
1986-03-02,-235.23877,-167.77734,-10.006348
1986-03-03,-238.51758,6.6748047,-11.567871
1986-03-04,-281.1548,27.104492,-5.1450195
1986-03-05,-368.88477,16.588379,-2.114746
1986-03-06,-315.95312,86.606445,2.6826172
1986-03-07,-207.12646,21.456543,-0.7338867
1986-03-08,-246.45459,-100.86133,1.2749023
1986-03-09,-229.22266,-120.07764,5.0424805
1986-03-10,-241.05713,-83.12451,7.745117
1986-03-11,-156.0,-26.264648,7.817383
1986-03-12,-14.516113,-67.09131,-1.0458984
1986-03-13,31.314941,-137.66748,-0.73095703
1986-03-14,-88.79932,-164.31592,-6.9438477
1986-03-15,-221.25537,-272.20605,-14.881836
1986-03-16,-200.90527,-211.20215,-12.104004
1986-03-17,24.91455,-73.61035,-11.299316
1986-03-18,160.58691,-97.78418,-11.66748
1986-03-19,157.59375,3.0932617,-14.653809
1986-03-20,144.85498,-3.6547852,-14.432617
1986-03-21,160.79932,-53.621094,-10.451172
1986-03-22,154.33252,-248.51123,-13.73584
1986-03-23,114.163086,-220.24756,-13.111328
1986-03-24,143.26709,46.01172,-11.376465
1986-03-25,185.29102,59.598145,-7.6054688
1986-03-26,151.35596,18.363281,-12.491699
1986-03-27,4.8134766,-42.689453,-12.274414
1986-03-28,-118.94629,-235.61182,-10.484863
1986-03-29,-166.70215,-232.5835,-12.818848
1986-03-30,-38.89746,-213.50586,-17.656738
1986-03-31,-179.68555,71.4624,-15.302734
1986-04-01,5.3583984,46.182617,-3.1875
1986-04-02,61.3208,78.2959,-3.4936523
1986-04-03,28.879883,43.830566,-13.709473
1986-04-04,-104.52246,51.678223,-18.95996
1986-04-05,-27.0083,44.7666,-21.667969
1986-04-06,82.6001,-16.123047,-22.810547
1986-04-07,88.22754,-47.81836,-20.645508
1986-04-08,15.090332,-66.74121,-19.024902
1986-04-09,-127.20361,-111.95361,-16.408203
1986-04-10,-18.4375,-51.061523,-22.081055
1986-04-11,4.086426,59.728516,-18.101562
1986-04-12,161.66162,100.62207,-19.42871
1986-04-13,212.68018,15.671387,-21.41504
1986-04-14,189.3711,-64.02344,-22.589844
1986-04-15,115.34326,-42.38916,-18.194824
1986-04-16,-26.097168,-98.023926,-16.726562
1986-04-17,-116.78125,-160.40869,-10.618164
1986-04-18,-78.27881,-158.90088,-10.444824
1986-04-19,-46.675293,-24.901855,-10.775391
1986-04-20,1.5722656,74.342285,-14.416504
1986-04-21,-38.37451,116.31885,-9.263184
1986-04-22,-144.27783,62.796875,-6.9541016
1986-04-23,-158.86475,78.21777,-6.961426
1986-04-24,-185.27148,127.379395,-12.946289
1986-04-25,-164.52344,122.484375,-17.321777
1986-04-26,-31.80957,42.8667,-26.672852
1986-04-27,61.41797,-29.363281,-20.97461
1986-04-28,111.194336,4.9038086,-23.30957
1986-04-29,174.1582,-108.98779,-17.957031
1986-04-30,161.09229,-16.938477,-14.655273
1986-05-01,79.81348,60.490723,-18.575195
1986-05-02,3.4228516,-23.034668,-14.541504
1986-05-03,18.708496,6.786621,-8.668457
1986-05-04,9.001465,121.99072,-4.526367
1986-05-05,-36.540527,119.48584,-8.172852
1986-05-06,-79.4292,18.74707,-3.9360352
1986-05-07,-92.38867,-96.74219,-11.175293
1986-05-08,-41.624023,-187.85693,-20.197266
1986-05-09,-64.39551,-103.788574,-20.089844
1986-05-10,-98.75781,-188.55762,-18.114258
1986-05-11,-96.38086,-244.33105,-12.319336
1986-05-12,-160.0044,-97.57861,-10.310547
1986-05-13,-147.72949,-147.72168,-6.581543
1986-05-14,-74.993164,-168.60352,-11.62207
1986-05-15,-46.728027,-121.15674,-9.460449
1986-05-16,23.874023,-31.82129,-9.539551
1986-05-17,91.12695,64.85303,-13.40918
1986-05-18,102.13086,97.771484,-14.255371
1986-05-19,53.515137,15.52832,-10.60791
1986-05-20,-8.216797,15.006836,-10.578125
1986-05-21,64.29785,-12.727051,-4.823242
1986-05-22,100.95166,1.0405273,-7.432617
1986-05-23,91.506836,87.884766,-14.141602
1986-05-24,96.60889,118.404785,-10.145508
1986-05-25,83.49414,116.85303,-6.6904297
1986-05-26,106.08838,112.00635,-7.1538086
1986-05-27,127.30713,57.70215,-11.907715
1986-05-28,126.51074,-30.660156,-7.0126953
1986-05-29,88.4458,-34.92041,-1.6196289
1986-05-30,72.82373,36.538574,1.0615234
1986-05-31,71.470215,63.948242,-4.956543
1986-06-01,92.97119,-33.17285,-11.54834
1986-06-02,34.253906,-49.930176,-12.444336
1986-06-03,13.791016,47.49951,-6.7734375
1986-06-04,65.40625,21.083984,-2.440918
1986-06-05,76.30713,60.230957,-3.3115234
1986-06-06,27.4292,190.24658,-12.200195
1986-06-07,22.938477,223.31348,-7.4375
1986-06-08,44.024414,150.94873,-12.702148
1986-06-09,89.7417,14.660156,-17.52246
1986-06-10,105.07568,-97.26074,-12.305664
1986-06-11,112.018555,-114.043945,-11.736328
1986-06-12,124.864746,-250.74023,-18.148926
1986-06-13,93.46582,-89.60303,-19.578613
1986-06-14,74.407715,107.3457,-14.928711
1986-06-15,72.73633,53.847168,-21.509766
1986-06-16,70.651855,-92.43213,-23.877441
1986-06-17,36.52832,-171.41846,-18.872559
1986-06-18,-48.444336,-91.10205,-19.483887
1986-06-19,-80.86035,-75.80664,-25.79541
1986-06-20,-37.95752,-183.0083,-16.449219
1986-06-21,-15.006836,-24.26709,-9.190918
1986-06-22,-35.10742,83.83545,-1.9150391
1986-06-23,-21.560547,31.388184,-2.6015625
1986-06-24,-14.716309,32.978027,-8.339844
1986-06-25,8.391113,99.86182,-15.2890625
1986-06-26,-12.155273,130.8789,-12.675781
1986-06-27,-0.75683594,95.521484,-2.3935547
1986-06-28,34.574707,-58.260742,5.5253906
1986-06-29,53.02588,-166.86963,1.9873047
1986-06-30,11.068848,-205.71143,-9.72168
1986-07-01,-68.57178,-219.13965,-3.1323242
1986-07-02,-126.24756,-64.07471,7.8583984
1986-07-03,-103.64746,79.87793,8.633301
1986-07-04,-108.7959,135.65186,2.09375
1986-07-05,-30.208008,153.4248,-0.0087890625
1986-07-06,-26.45996,186.68164,-0.4658203
1986-07-07,-25.913086,157.21436,-0.9248047
1986-07-08,-21.70459,77.34424,-1.4106445
1986-07-09,0.86816406,17.490723,0.047851562
1986-07-10,-18.023926,-139.29102,6.4155273
1986-07-11,-16.588867,-77.55615,6.2529297
1986-07-12,-40.0708,38.271484,-0.95996094
1986-07-13,-101.79297,4.165039,-10.512207
1986-07-14,-86.90869,-164.83545,-16.315918
1986-07-15,-13.418457,-50.271484,-14.875488
1986-07-16,29.84082,-80.68848,-9.561035
1986-07-17,41.354492,-162.94873,-13.350098
1986-07-18,36.379883,-63.614258,-13.978516
1986-07-19,51.81787,39.34961,-10.930176
1986-07-20,67.479004,85.38965,-8.73877
1986-07-21,52.915527,-28.422852,-7.665039
1986-07-22,58.276367,35.57373,-7.866211
1986-07-23,58.094727,104.186035,-7.6435547
1986-07-24,49.060547,8.803223,-3.8466797
1986-07-25,10.509277,-2.4663086,0.15771484
1986-07-26,-6.7475586,112.586914,-2.9975586
1986-07-27,16.299805,103.32471,-11.270996
1986-07-28,38.066895,83.51807,-13.572266
1986-07-29,28.221191,161.94385,-10.639648
1986-07-30,33.464355,173.07715,-14.003906
1986-07-31,36.38623,208.17285,-22.072754
1986-08-01,8.6328125,236.80615,-27.58789
1986-08-02,-21.611816,161.37354,-21.940918
1986-08-03,-28.779297,-26.362305,-13.077637
1986-08-04,-14.199707,-30.151367,-10.605469
1986-08-05,9.397949,56.246582,-16.030762
1986-08-06,4.1987305,113.90674,-13.620117
1986-08-07,8.412598,115.345215,-11.69043
1986-08-08,24.622559,61.364258,-16.718262
1986-08-09,0.94091797,10.674316,-17.899902
1986-08-10,-47.51172,-69.03662,-16.97168
1986-08-11,-67.63672,12.854492,-8.845215
1986-08-12,-38.484863,83.78125,-6.991211
1986-08-13,-23.825195,50.316406,-10.705078
1986-08-14,-8.345703,-30.34961,-10.812988
1986-08-15,-45.620117,-93.57031,-9.071777
1986-08-16,-28.42871,-59.90625,-14.555176
1986-08-17,0.34765625,7.1132812,-16.906738
1986-08-18,-5.9907227,13.778809,-16.743164
1986-08-19,-18.592773,89.21875,-16.711426
1986-08-20,-10.56543,151.15088,-17.203613
1986-08-21,17.712402,131.07324,-13.532715
1986-08-22,25.213379,-16.25586,-11.746094
1986-08-23,5.694824,-46.688477,-12.60791
1986-08-24,-26.41211,-6.486328,-14.12793
1986-08-25,-98.43115,-103.84766,-14.158691
1986-08-26,-144.33691,-103.19629,-7.1875
1986-08-27,-110.259766,-20.1958,-5.069824
1986-08-28,-96.27832,71.87256,-13.02832
1986-08-29,-80.211426,146.54785,-10.786621
1986-08-30,-133.98096,135.87598,-10.475586
1986-08-31,-195.02148,91.17871,-9.612793
1986-09-01,-95.50928,57.726074,-14.576172
1986-09-02,-24.555664,105.302734,-18.106934
1986-09-03,-29.257812,109.58252,-12.379395
1986-09-04,-60.317383,18.763184,-5.444824
1986-09-05,-58.121094,-41.07617,-6.946289
1986-09-06,-31.827637,-90.76318,-14.860352
1986-09-07,-48.83545,-109.88672,-12.521973
1986-09-08,10.237305,74.63965,-9.658203
1986-09-09,42.489746,92.96826,-15.823242
1986-09-10,46.51367,54.00049,-19.77002
1986-09-11,31.766113,-23.167969,-13.460449
1986-09-12,20.066895,31.516602,-9.808594
1986-09-13,-24.322754,18.382324,-3.6933594
1986-09-14,10.190918,-67.98633,1.1049805
1986-09-15,46.268066,-165.33594,-5.0961914
1986-09-16,48.023438,-22.250488,-8.603516
1986-09-17,-28.604004,92.49805,-15.977051
1986-09-18,-156.73438,-3.2285156,-19.547852
1986-09-19,-172.51025,80.430664,-13.402832
1986-09-20,-184.59326,20.549805,-7.6328125
1986-09-21,-222.6914,-149.02734,-3.8676758
1986-09-22,-220.27783,-167.23926,-8.376953
1986-09-23,-143.37012,-69.55127,-8.333984
1986-09-24,-144.15527,18.314453,-8.152344
1986-09-25,-88.82568,149.90332,-5.9379883
1986-09-26,-45.634277,192.06787,3.3374023
1986-09-27,-29.581543,154.87158,1.6967773
1986-09-28,-84.418945,140.28564,-5.9941406
1986-09-29,-193.73633,198.72949,-6.208008
1986-09-30,-157.92725,-6.7612305,8.145996
1986-10-01,-121.69385,51.1333,8.302734
1986-10-02,-305.84766,153.02148,4.060547
1986-10-03,-178.63232,93.28027,1.2568359
1986-10-04,-27.40918,5.873535,0.4946289
1986-10-05,-56.234375,-75.56055,1.3305664
1986-10-06,-54.149902,-16.151855,0.7817383
1986-10-07,-2.020996,82.13574,2.474121
1986-10-08,-145.65381,0.76220703,2.0375977
1986-10-09,-54.893555,-16.900879,3.2358398
1986-10-10,-10.523926,68.80664,4.3237305
1986-10-11,-88.56445,-23.915527,-1.6723633
1986-10-12,-128.14551,-178.93896,-1.0483398
1986-10-13,-19.848633,-116.20996,-8.675781
1986-10-14,38.76123,-77.84473,-12.035156
1986-10-15,-53.465332,24.429688,-9.987793
1986-10-16,-124.291504,107.90625,-2.4863281
1986-10-17,-27.144531,65.895996,-2.3574219
1986-10-18,57.333008,44.22461,-4.2773438
1986-10-19,49.44287,-7.854004,-3.5551758
1986-10-20,25.439453,-13.509766,0.82714844
1986-10-21,26.081055,-8.591797,6.6884766
1986-10-22,13.281738,-8.29248,12.135742
1986-10-23,80.39014,-149.31543,12.7734375
1986-10-24,82.39404,-27.851074,9.056152
1986-10-25,16.214844,59.438965,3.3320312
1986-10-26,14.89502,-48.899902,2.3364258
1986-10-27,22.930664,-27.325684,3.5786133
1986-10-28,-50.93457,60.441406,4.6206055
1986-10-29,-164.6372,-25.822266,1.4165039
1986-10-30,-92.7832,-101.14746,-15.481445
1986-10-31,-105.62842,4.067383,-25.597168
1986-11-01,-269.87354,9.338867,-13.9765625
1986-11-02,-156.16846,-78.72998,-9.793945
1986-11-03,-112.226074,-182.9956,-17.882812
1986-11-04,-146.8623,-72.55078,-27.72168
1986-11-05,-100.48779,-16.732422,-27.08545
1986-11-06,-56.41748,-66.68506,-23.488281
1986-11-07,-129.7251,-71.06836,-6.6967773
1986-11-08,-198.39893,-64.4126,3.2041016
1986-11-09,-30.081055,-51.0459,2.680664
1986-11-10,-33.32617,-21.92041,-11.469238
1986-11-11,26.329102,62.215332,-19.242676
1986-11-12,9.383789,50.836914,-11.685059
1986-11-13,-69.10205,3.411621,-8.2421875
1986-11-14,-5.215332,-55.23291,-6.409668
1986-11-15,-4.8046875,72.791016,-13.255371
1986-11-16,23.251953,113.45703,-10.135742
1986-11-17,-19.50586,90.99756,-6.4536133
1986-11-18,-57.472656,-10.355469,-3.0961914
1986-11-19,20.192383,7.614746,-6.692383
1986-11-20,13.221191,70.61182,-5.751953
1986-11-21,-104.07178,35.55127,-0.048828125
1986-11-22,-180.94043,88.58789,-4.1210938
1986-11-23,-126.97363,136.25146,-8.937988
1986-11-24,-163.43799,112.12451,-9.852051
1986-11-25,-54.041504,131.03955,-10.755371
1986-11-26,107.95752,71.25537,-5.390625
1986-11-27,118.677734,-114.23877,-5.5097656
1986-11-28,-3.3515625,-27.46045,-4.830078
1986-11-29,73.61719,-33.583496,-6.7041016
1986-11-30,145.04834,-95.413086,-8.921387
1986-12-01,156.43896,-130.11768,-16.919922
1986-12-02,134.54297,-168.6372,-16.711426
1986-12-03,-15.645508,-102.61035,-11.650391
1986-12-04,-88.85547,-43.183594,-6.1030273
1986-12-05,14.546387,-71.0083,-6.407715
1986-12-06,-141.70312,-40.908203,-8.388184
1986-12-07,-305.8584,40.027344,-8.744141
1986-12-08,-196.77637,30.115723,-5.9155273
1986-12-09,-328.6089,91.33887,-8.379883
1986-12-10,-291.93262,170.50537,-3.4990234
