,Tokyo,Paris,Boulder,Bogota,Sydney
1950-02-01,276.39935562282574,279.9885301352322,265.55345805158856,285.8095833891004,294.4716953761141
1950-03-01,279.8228759269673,280.61730363542057,266.7183811935805,286.0625177716124,294.9989388776885
1950-04-01,285.6172107601476,281.9585683539526,272.44859181710984,286.1676102263181,292.7937785569147
1950-05-01,291.5202005041253,287.6424670482896,275.1364649383115,285.9271444401271,291.08379963288974
1950-06-01,294.18135520463903,292.26653505534034,282.11353519394237,285.80602093300865,288.95701334613375
1950-07-01,298.47767725125163,293.4563953899743,284.5983483179161,285.13984164385727,288.9356386095834
1950-08-01,298.6807372484796,292.05991260202063,284.26169621724864,285.6991472502571,288.27480300456966
1950-09-01,296.17633061600145,287.9007451149392,280.6137411793288,286.23885934815246,290.586837008095
1950-10-01,288.6167987893746,283.9802621860029,278.77907629209375,286.0019560180532,291.1229866498986
1950-11-01,283.3318951773101,280.59949135496197,267.79780538937126,286.12307952517165,292.11156821535053
1950-12-01,277.0886908765733,273.75245074667885,264.54172052154047,285.98236250954875,294.25082309842753
1951-01-01,274.0962277595297,278.10755331880483,262.03018897687883,285.44799409579093,294.9365958960834
1951-02-01,275.46599212679547,277.64087157078967,265.24174314356316,285.4355254994699,295.39437150386925
1951-03-01,280.611959951283,278.9821362893217,266.39597891728,286.2459842603359,295.48165167811635
1951-04-01,285.6938035661195,281.8873192321182,271.85366164979285,285.96811268518184,292.22022312614797
1951-05-01,290.5672434995905,285.143404099949,276.5667910591365,286.2869525053907,290.8059280577357
1951-06-01,293.4083022327361,289.1582921153159,279.65009680651895,285.56555514681764,289.16185457140756
1951-07-01,296.6519185042459,291.6591362917023,287.4928438924374,285.4052446226903,288.25520949606516
1951-08-01,299.2899172401635,290.14331122467604,285.47293128843296,286.0357993509245,287.3396582804935
1951-09-01,293.44570802169915,289.58756807436794,281.91760010889783,286.5452305720403,289.95628227986083
1951-10-01,289.8885956141182,283.4583623685661,273.49061022393755,286.28339004929893,290.7774284090019
1951-11-01,283.2838020200719,282.01378642337426,264.8338419210614,286.4294507490594,291.6787298002067
1951-12-01,278.5332668217652,277.13144034967394,262.5716823028201,286.12129829712575,293.1642739904534
1952-01-01,273.79341899173363,276.08407825870864,263.4320154489701,285.97701882541116,295.2340609797419
1952-02-01,271.63100814406044,275.69398931666547,263.8470415836553,286.6699165352504,294.72106730253444
1952-03-01,278.67042138129636,281.4135125719197,266.2766366382074,286.98875635545926,294.61063116369115
1952-04-01,285.41236953487373,284.8031895431899,273.7862940795502,286.6146984658288,292.58715610359496
1952-05-01,289.7069103534405,288.20889756687285,276.63982140901675,286.2513279444735,290.7489287602682
1952-06-01,293.53298819594625,291.1158617377152,283.61154798051,285.89864479139334,289.0371686081974
1952-07-01,296.63944990792487,293.5793001251386,286.1426730336761,285.53527427003803,288.08599283170855
1952-08-01,299.1848247854578,292.0616938300665,284.9795311197299,285.8095833891004,288.30864633744096
1952-09-01,295.51549501098765,285.4337442714241,282.44662483851806,286.08745496425445,289.7158164936698
1952-10-01,289.27763439438843,283.7558274522246,277.5144043795337,286.5470118000861,290.86292735520317
1952-11-01,284.055073763929,278.0861785822545,265.0333394621976,286.0482679472455,291.6555738356106
1952-12-01,277.1189717533529,276.30138808030347,262.3508100251335,286.35463917113333,293.2800538134343
1953-01-01,275.78126949091256,272.71221356789704,266.37460418072965,285.8345205817424,293.9462331025856
1953-02-01,276.41716790328434,275.9237677345813,263.8416978995178,286.53810565985685,294.53403835771917
1953-03-01,282.34687606794995,280.81501994851095,269.0500087056103,286.58441758904917,294.7085987062134
1953-04-01,285.19862216937065,283.8057018375087,271.0556714852479,286.55591794031545,293.98007643545697
1953-05-01,290.6099929726912,288.2534282680193,274.33847477376656,286.42766952101357,291.0357064756515
1953-06-01,293.7378294212201,289.16719825554515,283.1377413203114,285.6350230406062,289.1654170274993
1953-07-01,297.54965743935895,291.0463938439267,286.76610284972685,285.3411204130394,288.05036827079135
1953-08-01,297.8168416462379,292.5265943500358,284.90650076984974,285.8487704061093,287.5516244179508
1953-09-01,295.11828115676104,289.2990091309387,282.4252501019677,286.56660530859057,289.27763439438843
1953-10-01,289.75322228263286,285.11134199512355,276.06626597825004,286.5345432037651,290.1575610490429
1953-11-01,282.72093395758037,278.7167333104887,269.2174441419211,286.40273232837154,292.4642513684307
1953-12-01,280.1506218874054,280.27174539452386,261.54925740449687,286.4650753099766,293.87854643684295
1954-01-01,276.03242264537874,274.5967528404162,264.6307819238334,285.7205219868074,294.72106730253444
1954-02-01,277.5144043795337,275.0456223079727,267.08353294298166,285.91289461576025,295.4389022050157
1954-03-01,280.93792468367525,280.877362930116,266.35322944417936,286.51494969526067,294.6996925659841
1954-04-01,287.67452915311503,281.8445697590176,274.14610214481377,286.1765163665474,292.9523078529961
1954-05-01,290.72755402371786,286.26735899688623,278.2037396332812,286.03401812287865,290.42474525592183
1954-06-01,291.8123219036462,289.38985176127755,283.1965218458248,285.63146058451446,288.51883124685236
1954-07-01,295.41040255628195,289.72828508999083,287.1704416161369,285.24671532660886,287.5159998570336
1954-08-01,299.96500266954416,290.0061566651449,285.763271459908,285.7739588281832,288.44045721283453
1954-09-01,297.37509709086476,288.118054936534,282.32906378749135,286.41876338078424,288.7307973843096
1954-10-01,288.47251931766004,285.4515565518827,275.7616759824081,285.6938035661195,290.90389560025795
1954-11-01,284.0247928871494,281.0732980151605,269.6467201009732,286.03401812287865,293.2604603049298
1954-12-01,279.81575101478387,279.3971624240069,261.6044754739185,285.75436531967875,293.87498398075127
1955-01-01,276.4616986044308,277.5909971855056,261.0576384638397,285.5032121652126,295.29284150525524
1955-02-01,278.58135997900337,276.75738246004346,261.7362863493121,286.11061092885063,295.6704618509774
1955-03-01,281.4152937999655,277.5660599928636,266.97844048827596,285.7116158465781,295.5137137829418
1955-04-01,286.650323026746,283.485080789254,271.4226044626949,286.0072997021908,293.5882062653679
1955-05-01,290.97336349404645,285.6581790052023,276.20163930973536,286.01264338632836,290.58861823614086
1955-06-01,295.85392833970093,290.0310938577869,281.2247023990586,285.57980497118456,288.72901615626375
1955-07-01,300.4619652943389,292.5550939987695,286.434794433197,285.2876835716636,287.95774441240667
1955-08-01,299.04232654178907,292.5087820695772,286.1426730336761,285.6207732162393,288.802046506144
1955-09-01,294.9223460717165,289.0460747484267,282.6069353626454,286.2602340847028,289.5982554426431
1955-10-01,290.2679971878862,283.0255239534223,275.9878919442323,286.45082548560976,291.07845594875215
1955-11-01,283.30873921271393,279.9457806621316,265.53564577112996,286.1765163665474,292.48740733302685
1955-12-01,280.0099048717825,279.56816031640943,266.0343896239705,285.8202707573755,293.1072746929859
1956-01-01,276.3387938692665,277.3808122760942,264.97099648059253,285.30371462407635,294.73887958299304
1956-02-01,276.9996294742803,269.1693509846829,263.4943584305752,285.5566490065884,295.5475571158131
1956-03-01,281.851694671201,280.2147460970564,267.7764306528209,286.07320513988753,295.80049149832513
1956-04-01,286.1123921568965,281.333357309856,271.6096334075101,286.1141733849423,293.71645468466977
1956-05-01,290.6099929726912,287.70481002989465,277.7958384107794,285.7116158465781,290.6652110421128
1956-06-01,295.07018799952283,287.3093774037139,284.5698486691823,285.23246550224195,288.7842342256854
1956-07-01,297.2308176191502,291.11942419380694,285.77752128427494,284.9421253307669,287.6976851177112
1956-08-01,298.4937083036644,289.2348849212878,284.52353673999,285.5406179541756,287.30225249153045
1956-09-01,295.6348372900602,290.2519661354735,282.9329000950376,285.92892566817295,288.34961458249575
1956-10-01,290.3641835023626,283.7825458729125,276.3352314131748,286.2655777688404,289.33107123576417
1956-11-01,284.0461676236997,278.36048770131686,263.8434791275636,286.14445426172193,290.83442770646946
1956-12-01,277.1154092972612,279.2546641803382,262.63936896856274,285.89864479139334,293.6932987200736
1957-01-01,277.649777711019,276.2408263267443,262.24215511433613,285.23424673028785,294.38263397382116
1957-02-01,277.0174417547389,280.95929942022553,267.9100227562604,286.13376689344676,294.8689092303407
1957-03-01,279.548566807905,283.26955219570505,268.11664520958004,286.77857144604786,293.69151749202774
1957-04-01,287.1775665283203,283.4120504393738,271.9266919996731,286.3172333821703,293.8892338051181
1957-05-01,289.9188764908978,284.91896936617076,275.6886456325279,286.434794433197,291.06242489633945
1957-06-01,293.1072746929859,290.8237403381943,281.105360119986,285.6563977771565,290.713304199351
1957-07-01,297.5763758600468,292.3039408443034,285.68311619784436,286.24954671642763,287.2755340708426
1957-08-01,300.0113145987365,290.9323952489917,285.497868481075,286.94422565431273,287.91143248321436
1957-09-01,293.6452055628354,288.29617774111995,280.48014907588936,287.7956526602335,288.8786393121159
1957-10-01,289.81022158010035,284.7907209468689,275.4570859865662,287.498187576575,290.5725871837281
1957-11-01,285.00981199650954,280.04374820465387,265.0814326194358,287.1615354759076,292.15966137258874
1957-12-01,279.9974362754615,276.5436350945404,263.6208256218312,287.5587493301342,292.9629952212713
1958-01-01,277.2507826287465,277.3434064871312,261.7042242444866,287.92390107953537,294.52335098944405
1958-02-01,278.3978934902799,280.03662329247044,267.5252774983548,288.5829554565033,295.5065888707584
1958-03-01,281.0501420505644,277.9864298116864,267.5840580238681,288.4262073884677,295.6223686937392
1958-04-01,287.04041196878916,281.44023099260755,271.24982534224654,288.1893040583684,293.56505030077176
1958-05-01,290.7738659529102,287.4233759986489,278.04342910915386,287.61396739955586,292.5141257537148
1958-06-01,294.89384642298273,288.7361410684472,283.9018881519851,286.74294688513066,289.5537247414966
1958-07-01,297.891653224164,291.2654848935674,285.94673794863155,286.4935749587103,288.1002426560754
1958-08-01,298.890922157891,291.64844892342717,286.1284232093092,286.9121635494873,288.74682843672235
1958-09-01,295.84324097142576,290.4087142035091,282.1260037902634,287.88115160643474,288.60789264914536
1958-10-01,288.67201685879627,284.7052220006676,276.7912257929148,287.53024968140045,290.9484263014044
1958-11-01,283.5509862269508,279.66790908697755,267.1779380294122,287.0778177577522,293.55258170445074
1958-12-01,279.94399943408575,278.7024834861218,264.89084121852886,287.20962863314577,293.56505030077176
1959-01-01,275.649458615519,276.44210509592637,263.13633159335745,286.17473513850155,295.6668993948857
1959-02-01,279.7836889099584,277.2044706995542,265.07608893529823,285.9894874217322,295.7167737801698
1959-03-01,281.5595732716801,281.88375677602653,267.3239987291727,286.82132091914843,295.2162486992833
1959-04-01,287.98090037700285,283.8805134154348,272.30787480148695,287.0706928455688,293.08411872838974
1959-05-01,291.14792384254065,288.03968090251624,276.57391597131993,286.4775439062976,290.77564718095607
1959-06-01,293.3317094267642,290.8005843735981,283.5367364025839,285.9396130364481,289.28475930657186
1959-07-01,298.6914246167548,294.3541343250874,285.60652339187243,285.35715146545215,288.4297698445594
1959-08-01,299.3201981169431,292.2807848797072,285.49252479693746,285.83630180978827,288.5206124748982
1959-09-01,296.7124802578051,291.1871108595496,280.3554631126792,286.2887337334365,289.28475930657186
1959-10-01,290.2181228026021,285.5406179541756,273.0470844405186,286.5113872391689,289.3880705332317
1959-11-01,284.8281267358319,280.7544581949517,265.6175822612395,286.24954671642763,292.7955597849605
1959-12-01,279.30453856562224,279.5770664566387,262.15309371204313,286.34929548699574,293.7413918773118
1960-01-01,277.05662877174785,277.06909736806887,262.20118686928134,286.1836412787308,295.65621202661055
1960-02-01,279.18341505850384,277.94011788249406,262.5716823028201,286.7839151301854,295.12184361285273
1960-03-01,282.07791063302517,281.76085204086223,270.12943290140106,286.98697512741336,293.90170240143914
1960-04-01,285.74902163554117,283.2143341262834,272.74605690076834,286.79460249846056,293.3780213559565
1960-05-01,290.6972731469383,287.87046423815957,276.33701264122067,286.5345432037651,290.3321213975371
1960-06-01,294.5429444979485,290.83442770646946,282.9631809718172,286.10526724471305,288.1358672169926
1960-07-01,298.4367090061969,289.9705321042277,285.87192637070547,285.5459616383132,288.71120387580515
1960-08-01,299.3112919767138,290.56368104349883,285.91289461576025,285.99483110586976,287.9880252891863
1960-09-01,295.90202149693914,287.67452915311503,282.34509483990405,286.13554812149266,289.33107123576417
1960-10-01,289.40766404173615,284.43269410965115,275.042059851881,286.7091035522593,290.8843020917535
1960-11-01,284.7408465615848,281.9443185295857,265.82598594260503,286.573730220774,291.2654848935674
1960-12-01,278.9643240088631,276.3174191327162,263.0775510678441,286.40273232837154,292.64949908520003
1961-01-01,275.8489561566552,276.7912257929148,262.01415792446613,286.9851938993675,294.384415201867
1961-02-01,276.7876633368231,281.40460643169035,265.20789981069186,286.79460249846056,294.8831590547076
1961-03-01,280.8417383691988,281.5346360790381,269.2477250187007,287.270190386705,294.3238534483078
1961-04-01,287.5516244179508,285.70270970634886,271.6203207757853,287.14016073935727,293.6309557384685
1961-05-01,292.62278066451216,286.2655777688404,276.76806982831863,286.95669425063375,290.4087142035091
1961-06-01,295.321341153989,290.21990403064797,283.33902008949354,285.76683391599977,288.8412335231529
1961-07-01,300.13243810585493,291.4008582250527,285.82383321346725,285.36071392154383,287.93458844781054
1961-08-01,299.6212256566933,291.7286041854908,285.52636812980876,285.67242882956924,287.8864952905723
1961-09-01,297.85246620715503,292.5372817183109,276.91947421221664,286.20501601528116,288.9320761534917
1961-10-01,291.3527650678145,285.8737075987513,274.3366935457207,286.6182609219205,291.92632049858116
1961-11-01,285.0774986622522,279.60378487732663,265.50892735044204,286.56660530859057,292.75459153990573
1961-12-01,278.7879824323231,277.62305929033107,260.6443935572003,286.7037598681217,294.1403869595843
1962-01-01,276.91947421221664,278.2910198075283,261.19657425141673,286.7856963582313,295.1913115066413
1962-02-01,278.0808348981169,277.03881649128925,267.24562469515485,287.1953788087789,295.2857165930718
1962-03-01,280.852425737474,276.6772271979798,266.4137911977386,286.9656003908631,294.7299734427637
1962-04-01,286.85160179592805,282.50362413598555,273.4122361899197,287.0136935481013,292.51768820980647
1962-05-01,291.38126471654823,284.8726574369784,275.78126949091256,286.88722635684525,290.2537473635193
1962-06-01,293.90170240143914,289.9224389469895,281.65397835811063,285.81848952932967,289.8262526325131
1962-07-01,298.2193991846021,290.76317858463506,285.17546620477447,285.15765392431587,288.4173012482384
1962-08-01,300.777242658456,291.8835710254806,285.4052446226903,285.77039637209145,288.1020238841213
1962-09-01,296.7783856955019,288.6274861576498,281.8160701102839,286.31901461021613,289.1778856238203
1962-10-01,289.1119801861235,285.08818603052737,277.20803315564586,286.79460249846056,290.17181087340975
1962-11-01,283.8359827142883,278.8574503261116,269.6467201009732,286.8801014446618,291.7375103257201
1962-12-01,279.00707348196374,274.34738091399583,262.5627761625908,286.66457285111284,293.19989855137055
1963-01-01,275.47133581093306,271.52057200521716,259.25681690947596,286.79460249846056,294.94193958022095
1963-02-01,276.93728649267524,272.65877672652124,266.2089499724648,287.0012249517803,295.2625606284756
1963-03-01,280.69033398530075,280.3091511834869,268.0204588951037,287.27197161475084,294.7424420390847
1963-04-01,286.68951004375486,282.9970243046886,271.762819019454,287.1294733710821,292.97724504563814
1963-05-01,291.2298603326502,285.5566490065884,278.0915222663921,286.87119530443255,291.3919520848234
1963-06-01,294.7121611623051,289.63566123160615,283.0130553571013,286.15157917390536,288.5811742284574
1963-07-01,298.2888670783906,291.9744136558194,287.07603652970636,285.7864274245042,287.6389045921979
1963-08-01,299.4341967118781,289.74075368631185,285.0739362061605,286.45082548560976,288.0753054634334
1963-09-01,294.2027299411894,288.7486096647682,283.5687985074094,287.09206758211906,288.89288913648284
1963-10-01,288.9677007144089,284.650003931246,278.88594997484535,287.2648467025674,290.9769259501382
1963-11-01,284.2118218319646,282.9293376389459,268.7935118670066,286.9264133738542,291.7428540098577
1963-12-01,279.83890697938006,273.83438723678836,260.87951565925374,286.8498205678822,293.62739328237683
1964-01-01,277.58921595745977,273.3302996998102,259.9069651462146,287.2595030184298,295.09512519216486
1964-02-01,276.64516509315433,278.42995559510535,260.7655170643188,288.3033026533034,294.9455020363127
1964-03-01,280.27708907866145,278.7541390994517,265.092119987711,288.02186862205764,294.7406608110389
1964-04-01,288.182179146185,283.0397737777892,271.5936023550974,287.1490668795866,293.44214556560746
1964-05-01,291.42935787378644,288.5330810712192,276.2283577304233,286.8070710947816,291.09092454507316
1964-06-01,294.2276671338314,290.0702808747958,281.1908590661873,286.0536116313831,289.38450807713997
1964-07-01,298.31558549907845,293.1464617099948,286.78213390213955,285.7454591794494,288.2053351107811
1964-08-01,300.27493634952367,292.1845985652308,283.68992201452784,286.1658289982722,288.2338347595149
1964-09-01,294.8689092303407,290.56368104349883,280.991361525051,286.4383568892887,290.23949753915247
1964-10-01,288.59008036868676,282.991680620551,276.63982140901675,286.7091035522593,290.06849964674996
1964-11-01,283.3942381589152,280.39286890164226,268.2431124008361,286.52563706353584,292.0759436544334
1964-12-01,279.20122733896244,276.30673176444105,262.5627761625908,286.02867443874106,292.6904673302548
1965-01-01,275.7937380872336,277.1706273666828,265.05827665483963,286.1551416299971,292.68512364611723
1965-02-01,276.1410775561761,274.9244988008543,264.4508778912016,286.4579503977932,294.2846664312989
1965-03-01,278.7309831348556,280.5531794257696,265.39849121159875,287.0261621444223,294.04241941706204
1965-04-01,283.6525162255648,282.4537497507015,273.3587993485439,287.06356793338534,292.118693127534
1965-05-01,289.78884684355006,286.3884825040046,275.75633229827054,286.8320082874236,291.169298579091
1965-06-01,294.1973862570518,289.7496598265411,280.94861205195036,286.1604853141347,289.15472965922413
1965-07-01,296.6715120127503,289.8565335092927,285.6510540930189,286.09101742034613,287.5676554703635
1965-08-01,298.62730040710386,290.1664671892722,284.6143793703288,286.1765163665474,288.70764141971347
1965-09-01,294.5376008138109,286.826664603286,279.080103831844,286.8106335508733,290.47283841316
1965-10-01,288.46539440547656,284.86553252479496,276.66297737361293,287.43762582301576,290.5725871837281
1965-11-01,284.71412814089695,279.53431698353813,269.47394098052484,287.1027549503942,291.80519699146276
1965-12-01,278.1698963004099,279.5913162810056,264.0340705284706,286.6788226754797,293.7360481931742
1966-01-01,275.1899017796873,275.2932130063471,260.268554439524,286.86407039224906,294.5946001112784
1966-02-01,278.35514401717927,282.1901279999143,263.2325179078339,287.02794337246814,295.06484431538524
1966-03-01,281.46160572915784,279.3971624240069,268.20036292773545,287.09206758211906,294.7584730914975
1966-04-01,285.3749637459107,284.3382890232206,271.46891639188726,287.4287196827865,293.2212732879209
1966-05-01,289.7033478973488,286.52563706353584,278.21977068569396,287.40734494623615,290.9626761257713
1966-06-01,292.63168680474143,290.9822696342758,282.7547772904517,287.1205672308528,289.1048552739401
1966-07-01,297.131068848582,290.13262385640087,287.8722454662054,286.2174846116022,287.68877897748195
1966-08-01,298.83748531651526,290.42474525592183,285.5156807615336,286.206797243327,288.29617774111995
1966-09-01,294.97756414113815,289.6605984242482,282.0939416854379,286.61291723778294,289.01401264360123
1966-10-01,290.03287508583276,285.90576970357677,274.5165975783525,286.8943512690287,290.1486549088136
1966-11-01,283.5634548232718,278.3622689293627,268.6581385355213,287.257721790384,291.93166418271875
1966-12-01,276.62200912855815,279.1923211987331,261.01132653464737,287.02259968833056,293.3388343389476
1967-01-01,275.75811352631644,276.6255715846499,263.5834198328682,286.0482679472455,294.99537642159675
1967-02-01,274.8550309070657,278.9215745357625,264.62365701165,286.5470118000861,294.6462557246083
1967-03-01,281.43488730846997,280.51042995266897,270.46252254597675,286.66457285111284,293.9248583660353
1967-04-01,286.447263029518,281.87841309188894,272.22059462723985,286.9371007421293,293.2266169720585
1967-05-01,291.7820410268666,285.83630180978827,275.1008403773943,287.0528805651102,291.1425801584031
1967-06-01,295.12540606894447,289.00866895946365,281.19976520641654,286.12307952517165,290.08987438330024
1967-07-01,298.93723408708337,293.4706452143412,285.9627690010443,285.9627690010443,288.33180230203715
1967-08-01,300.2304056483772,290.9715822660006,284.7853772627313,286.03401812287865,288.08599283170855
1967-09-01,295.3961527319151,288.2516470399735,281.5132613424878,286.8195396911026,289.1921354481872
1967-10-01,289.181448079912,286.18007882263913,275.73317633367435,286.6841663596173,291.14792384254065
1967-11-01,283.77185850463735,279.3437255826312,266.5046338280774,287.47681284002465,291.41688927746543
1967-12-01,278.0220543726036,276.0074854527367,261.52966389599237,286.65922916697525,292.57112505118226
1968-01-01,276.7662886002728,277.1100656131236,262.75693001958945,286.12307952517165,294.41291485060077
1968-02-01,274.41328635169265,277.06197245588544,266.47613417934366,287.2399095099254,295.46740185374944
1968-03-01,282.14025361463024,280.33408837612893,268.8148866035569,286.9905375835051,295.2910602772094
1968-04-01,286.35642039917917,283.2944893883471,270.3948358802341,287.29869003543877,294.2721978349779
1968-05-01,290.01506280537416,284.68384726411733,275.1703082711828,286.5968861853702,290.32677771339957
1968-06-01,294.4841639724351,289.0638870288853,282.27562694611555,286.3421705748123,288.2124600229646
1968-07-01,297.7402488402659,290.7542724444058,285.2271218181044,286.13911057758435,287.40912617428205
1968-08-01,298.92832794685404,290.32677771339957,283.93395025681053,286.5309807476734,288.3246773898537
1968-09-01,294.70325502207584,288.16080440963464,279.9012499609851,286.84803933983636,289.55906842563417
1968-10-01,288.67557931488795,286.47220022216004,275.5265538803547,287.1170047747611,291.25479752529225
1968-11-01,285.22890304615026,279.06051032333954,265.89011015225594,287.29156512325534,292.4945322452103
1968-12-01,281.5186050266254,275.34130616358533,261.6080379300102,286.82132091914843,293.0271194309222
1969-01-01,277.1920021032331,278.3925498061423,264.84987297347413,286.81775846305675,295.5796192206386
1969-02-01,277.58030981723044,275.4927105474834,264.72162455417225,287.662060556794,295.15390571767824
1969-03-01,279.32413207412674,279.89056259270995,266.03082716787884,287.6442482763355,295.0203136142388
1969-04-01,286.55591794031545,282.95427483158795,273.90563635862276,287.9434945880398,293.7360481931742
1969-05-01,291.66982365997745,286.7928212704147,278.72742067876385,287.87046423815957,290.3410275377664
1969-06-01,294.359478009225,288.5918615967326,280.7811766156396,287.2060661770541,288.86973317188665
1969-07-01,297.3020667409845,292.8668089067949,287.15619179177,286.23885934815246,288.7147663318969
1969-08-01,299.5161332019876,291.055299984156,286.7269158327179,286.65922916697525,289.22597878105853
1969-09-01,295.04881326297254,289.2526972017464,281.8107264261463,287.30225249153045,287.89362020275576
1969-10-01,289.04963720451843,285.9574253169067,271.5241344613089,287.2648467025674,290.01684403342006
1969-11-01,284.31513305862444,280.2325583775149,266.5420396170404,287.52668722530876,291.6716048880233
1969-12-01,278.22867682592323,273.75779443081643,263.9467903542235,287.5925926630055,293.56326907272586
1970-01-01,275.6049279143725,277.05128508761027,262.87983475475374,287.2310033696961,295.3516220307686
1970-02-01,277.89202472525585,277.8599626204304,265.6728003306611,287.01547477614713,295.764866937408
1970-03-01,277.56249753677184,277.7317142011285,266.67385049243404,287.28622143911775,294.4414144993345
1970-04-01,285.43196304337823,280.7722704754103,270.4197730728761,287.4358445949699,293.5436755642214
1970-05-01,291.71791681721567,286.9477881104045,275.9077366821686,287.5462807338132,289.48247561966224
1970-06-01,293.3726776718189,291.5202005041253,281.0732980151605,286.75185302535994,288.826983698786
1970-07-01,297.9254965570353,290.8789584076159,285.80067724887107,286.3599828552709,287.9826816050487
1970-08-01,299.1794811013202,291.45251383838263,286.1640477702264,286.5790739049116,287.8045588004628
1970-09-01,295.9821767590028,289.6107240389641,279.31878838998915,286.9192884616707,288.3567394946792
1970-10-01,289.4878193037998,284.05151130783725,270.8917985050288,287.39131389382345,290.9323952489917
1970-11-01,283.91613797635193,281.91760010889783,267.0870953990734,287.28622143911775,291.73572909767427
1970-12-01,278.06124138961246,275.1239963419905,262.6322440563793,286.81241477891916,294.4841639724351
1971-01-01,276.30851299248695,276.3851057984589,264.4740338557978,286.28339004929893,295.3070913296221
1971-02-01,277.5144043795337,277.2596887689758,263.88979105675594,286.0179870704659,296.17098693186387
1971-03-01,280.2094024129188,276.93906772072114,267.00515890896384,286.5915425012326,295.3569657149062
1971-04-01,285.7864274245042,284.3561013036792,271.9249107716272,286.6984161839842,293.0948060966649
1971-05-01,290.32499648535367,287.8686830101137,275.2059328321,286.7856963582313,290.62958648119564
1971-06-01,294.233010817969,288.11627370848817,282.181221859685,286.3350456626289,288.60254896500777
1971-07-01,298.6112693546911,292.94340171276684,285.64927286497306,286.042924263108,288.04502458665377
1971-08-01,299.26854250361316,290.9484263014044,285.4711500603871,286.2602340847028,288.34783335444985
1971-09-01,294.0032324000531,288.35317703858743,278.88951243093703,286.00017479000735,290.0542498223831
1971-10-01,288.2979589691658,284.3026644623034,275.193464235779,286.9210696897166,290.5155878862606
1971-11-01,283.98204341404875,278.3498003330417,266.1270134823552,286.84803933983636,290.69905437498414
1971-12-01,279.60378487732663,277.12965912162804,261.9304402063107,286.2780463651614,293.22305451596674
1972-01-01,278.80223225668993,276.2639822913404,262.3632786214545,286.181860050685,294.3933213420963
1972-02-01,277.74596402549537,278.9393868162211,264.9514029720881,286.7286970607638,295.1075937884859
1972-03-01,281.83922607488,281.78935168959595,269.6627511533859,286.77679021800196,293.75742292972456
1972-04-01,286.3688889955002,282.30590782289516,272.8493681274282,287.0831614418898,292.57468750727395
1972-05-01,291.32960910321833,285.36783883372726,275.877455805389,287.3111586317598,290.4817445533893
1972-06-01,294.43072713105937,287.30759617566804,282.7049029051676,286.77679021800196,288.8946703645287
1972-07-01,298.26749234184024,291.16039243886166,285.7525840916329,286.5915425012326,287.97733792091117
1972-08-01,299.5161332019876,289.87968947388885,284.7925021749147,286.6966349559383,288.5099251066231
1972-09-01,295.53865097558383,285.86302023047614,280.94861205195036,286.7981649545523,290.24840367938174
1972-10-01,290.6954919188924,283.3247702651267,276.06626597825004,287.3645954731355,291.2334227887419
1972-11-01,284.3186955147162,279.915499785352,266.25882435774884,287.41981354255716,292.34847154544985
1972-12-01,279.52362961526296,277.50727946735026,261.93934634654005,286.7571967094975,294.409352394509
1973-01-01,278.1627713882265,275.5033979157585,261.8787845929808,286.9958812676427,295.5671506243176
1973-02-01,278.9055434833498,276.0644847502042,264.7287494663557,287.5676554703635,295.6526495705188
1973-03-01,280.03484206442454,279.1353219012656,268.37492327622965,287.80990248460034,294.96153308872545
1973-04-01,288.16971054986396,281.04123591033505,271.1482953436326,287.41981354255716,293.66123661524813
1973-05-01,290.48352578143516,286.82132091914843,276.26041983524874,287.1829102124579,291.6662612038857
1973-06-01,292.97368258954646,290.61533665682873,280.7900827558689,287.1348170552197,288.6737980868421
1973-07-01,298.915859350533,291.22451664851263,284.92431305030834,286.6574479389294,288.9641382583172
1973-08-01,301.0266145848763,293.86073415638435,285.1825911169579,286.79994618259815,288.33536475812883
1973-09-01,295.6134625535099,290.321434029262,280.3732753931378,286.9014761812121,289.9936880688239
1973-10-01,289.4521947428826,283.3639572821356,276.0876407148004,287.8259335370131,291.37235857631896
1973-11-01,283.4654872807496,279.4078497922821,267.2028752220542,287.523124769217,292.7492478557682
1973-12-01,277.49302964298334,276.6683210577505,263.813198250784,286.9513505664962,294.5429444979485
1974-01-01,275.93089264676473,279.88700013661827,262.5663386186825,285.98770619368634,296.19414289646005
1974-02-01,277.1332215777198,278.55286033026965,263.88088491652667,286.26735899688623,295.6099000974182
1974-03-01,279.74272066490363,280.4445245149722,270.99154727559693,287.1027549503942,294.97756414113815
1974-04-01,287.20250372096234,283.21789658237515,271.81803708887566,286.97985021522993,293.8340157356965
1974-05-01,291.63063664296857,285.61186707601,277.06197245588544,286.82310214719433,291.0766747207063
1974-06-01,294.47525783220584,289.31860263944316,282.5624046614989,286.72513460467206,288.6452984381084
1974-07-01,296.11933131853397,290.9484263014044,285.57089883095523,286.0500491752914,287.93280721976464
1974-08-01,299.6693188139315,292.00291330455315,284.11029183335063,286.459731625839,287.6852165213902
1974-09-01,295.1628118579075,287.5035312607126,280.51221118071487,286.42766952101357,288.4208637043301
1974-10-01,289.9954692968697,280.877362930116,276.0057042246909,286.8961324970746,290.02931262974107
1974-11-01,283.18227202145795,281.0216424018306,266.0985138336215,287.43050091083234,291.05708121220187
